ISN Part Number	Description	Cost	Special Retail	Regular Retail	Catalog Page	TW Page	UOM	UPC Code	Weight	Length	Width	Height	Country of Origin
KDT84303N	3/8_ DRIVE 6 POINT  1/2_ STANDARD IMPACT SOCKET	1.61	2.48	3.60			1	99575000089	1.00	1.00	1.00	1.00	CHN
KDT84309N	3/8_ DRIVE IMPACT SOCKET 8MM	1.61	2.48	3.60			1	99575000171	3.00	1.00	1.00	1.00	0
KDT84310N	3/8_ DRIVE 6 POINT  9MM STANDARD IMPACT SOCKET	1.61	2.48	3.60			1	99575000188	0.50	0.50	0.50	0.50	CHN
KDT84311N	3/8_DRIVE 10MM STANDARD IMPACT SOCKET	1.61	2.48	3.60			1	99575000195	0.10	3.50	1.75	0.50	0
KDT84312N	3/8_ DRIVE 6 POINT  11MM STANDARD IMPACT SOCKET	1.61	2.48	3.60			1	99575000201	1.00	3.00	2.00	1.00	CHN
KDT84313N	3/8_ DRIVE 6 POINT  12MM STANDARD IMPACT SOCKET	1.61	2.48	3.60			1	99575000218	1.00	1.00	1.00	1.00	CHN
KDT84314N	3/8_ DRIVE 6 POINT  13MM STANDARD IMPACT SOCKET	1.61	2.48	3.60			1	99575000225	1.00	1.00	1.00	1.00	CHN
KDT84307N	3/8_ DRIVE 6 POINT  3/4_ STANDARD IMPACT SOCKET	2.09	3.22	4.70			1	99575000126	0.20	3.80	1.80	1.00	CHN
KDT84501N	1/2_ DRIVE 6 POINT 7/16_ STANDARD IMPACT SOCKET	2.09	3.22	4.68			1		0.05	4.00	1.75	1.00	CHN
KDT84308N	3/8_DRIVE 13/16_ STANDARD IMPACT SOCKET	2.37	3.65	5.31			1	99575000133	0.25	1.17	1.17	0.20	0
KDT84326N	3/8_ DRIVE 6 POINT  9/16_ DEEP IMPACT SOCKET	2.37	3.65	5.31			1	99575000355	1.00	1.00	1.00	1.00	TWN
KDT84315N	3/8_ DRIVE 6 POINT  14MM STANDARD IMPACT SOCKET	1.77	2.72	3.98			1	99575000232	1.00	2.00	1.00	0.10	CHN
KDT84316N	3/8_ DRIVE 6 POINT  15MM STANDARD IMPACT SOCKET	1.77	2.72	3.98			1	99575000249	0.25	1.50	0.50	0.10	CHN
KDT84319N	3/8_ DRIVE 6 POINT  18MM STANDARD IMPACT SOCKET	2.08	3.20	4.67			1	99575000270	1.50	1.50	1.50	1.50	CHN
KDT84500N	1/2_ DRIVE 6 POINT 3/8_ STANDARD IMPACT SOCKET	2.08	3.20	4.67			1	99575000577	1.00	1.00	1.00	1.00	CHN
KDT84321N	3/8_DRIVE 22MM STANDARD IMPACT SOCKET	2.14	3.29	4.80			1	99575000300	1.18	1.25	1.25	0.20	0
KDT84503N	1/2_ DRIVE 6 POINT 9/16_ STANDARD IMPACT SOCKET	2.14	3.29	4.81			1	99575000607	2.00	2.00	1.00	1.00	CHN
KDT84324N	3/8_ DRIVE 6 POINT  7/16_ DEEP IMPACT SOCKET	2.60	4.00	5.10			1	99575000331	1.00	1.00	1.00	1.00	CHN
KDT84336N	3/8_ DRIVE 6 POINT  13MM DEEP IMPACT SOCKET	2.60	4.00	5.10			1	99575000485	0.20	2.50	0.75	0.75	CHN
KDT84337N	3/8_DRIVE 14MM DEEP IMPACT SOCKET	2.60	4.00	5.10			1	99575000492	0.30	5.20	2.00	1.00	0
KDT84329N	3/8_ DRIVE 6 POINT  3/4_ DEEP IMPACT SOCKET	2.85	4.38	6.38			1	99575000386	1.00	1.00	1.00	1.00	CHN
KDT84532N	1/2_ DRIVE 6 POINT 20MM STANDARD IMPACT SOCKET	2.85	4.38	6.38			1	99575000881	0.30	2.00	1.00	1.00	CHN
KDT84533N	1/2_ DRIVE 6 POINT 21MM STANDARD IMPACT SOCKET	2.85	4.38	6.38			1	99575000898	0.35	1.70	1.20	1.20	CHN
KDT80463	SOC E16 3/8D IMP EXT TRX	2.11	3.25	4.74			1	99575804632	0.20	3.60	1.69	0.75	TWN
KDT84331N	3/8_DRIVE 8MM DEEP IMPACT SOCKET	2.11	3.25	4.74			1	99575000430	0.15	5.00	1.75	0.60	0
KDT84435N	3/8_DRIVE 21MM STANDARD IMPACT SOCKET	2.11	3.25	4.75			1	99575000294	0.10	3.50	2.00	0.20	0
KDT84502N	1/2_ DRIVE 6 POINT 1/2_ STANDARD IMPACT SOCKET	2.11	3.25	4.74			1	99575000591	1.00	3.00	2.00	1.00	CHN
KDT84332N	3/8_ DRIVE 6 POINT  9MM DEEP IMPACT SOCKET	2.15	3.31	4.82			1	99575000447	0.15	5.00	2.00	0.50	CHN
KDT84504N	1/2_ DRIVE 6 POINT 5/8_ STANDARD IMPACT SOCKET	2.15	3.31	4.83			1	99575000614	1.00	1.00	1.00	1.00	CHN
KDT84505N	1/2_ DRIVE 6 POINT 11/16_ STANDARD IMPACT SOCKET	2.15	3.31	4.84			1	99575000621	0.20	4.00	2.00	1.00	CHN
KDT84333N	3/8_DRIVE 10MM DEEP IMPACT SOCKET	2.17	3.34	4.87			1	99575000454	0.15	5.00	2.00	0.50	0
KDT84520N	1/2_ DRIVE 6 POINT 8MM STANDARD IMPACT SOCKET	2.17	3.34	4.87			1	99575000768	0.15	1.50	1.00	1.00	CHN
KDT84521N	1/2_ DRIVE 6 POINT 9MM STANDARD IMPACT SOCKET	2.17	3.34	4.87			1	99575000775	0.15	1.50	1.00	1.00	CHN
KDT84522N	1/2_ DRIVE 6 POINT 10MM STANDARD IMPACT SOCKET	2.17	3.34	4.87			1	99575000782	0.08	1.50	1.00	1.00	CHN
KDT84523N	1/2_ DRIVE 6 POINT 11MM STANDARD IMPACT SOCKET	2.17	3.34	4.87			1	99575000799	0.15	1.50	1.00	1.00	CHN
KDT84524N	1/2_ DRIVE 6 POINT 12MM STANDARD IMPACT SOCKET	2.17	3.34	4.87			1	99575000805	0.15	1.50	1.00	1.00	CHN
KDT84338N	3/8_ DRIVE 6 POINT  15MM DEEP IMPACT SOCKET	2.41	3.71	5.43			1	99575000508	0.25	2.50	1.00	1.00	CHN
KDT84506N	1/2_ DRIVE 6 POINT 3/4_ STANDARD IMPACT SOCKET	2.41	3.71	5.43			1	99575000638	1.00	1.00	1.00	1.00	CHN
KDT84346N	3/8_ DRIVE 6 POINT 3/8_ UNIVERSAL IMPACT SOCKET	7.93	12.20	17.75			1	99575001529	0.20	2.00	1.00	1.00	CHN
KDT84347N	3/8_ DRIVE 6 POINT 3/8_ UNIVERSAL IMPACT SOCKET	7.93	12.20	17.75			1	99575001536	0.00	0	0	0	CHN
KDT84348N	3/8_ DRIVE 6 POINT 1/2_ UNIVERSAL IMPACT SOCKET	7.93	12.20	17.75			1	99575001543	0.10	2.25	1.00	1.00	CHN
KDT84356N	3/8_ DRIVE 6 POINT 10MM UNIVERSAL IMPACT SOCKET	7.93	12.20	17.75			1	99575001611	1.50	1.50	1.50	1.50	CHN
KDT84357N	3/8_ DRIVE 6 POINT 11MM UNIVERSAL IMPACT SOCKET	7.93	12.20	17.75			1	99575001628	0.25	3.00	2.00	1.00	CHN
KDT84358N	3/8_ DRIVE 6 POINT 12MM UNIVERSAL IMPACT SOCKET	7.93	12.20	17.75			1	99575001635	0.50	1.00	1.00	2.00	CHN
KDT84359N	3/8_ DRIVE 6 POINT 13MM UNIVERSAL IMPACT SOCKET	7.93	12.20	17.75			1	99575001642	0.75	3.00	1.00	1.00	CHN
KDT84349N	3/8_ DRIVE 6 POINT 9/16_ UNIVERSAL IMPACT SOCKET	8.90	13.69	19.97			1	99575001550	0.25	2.00	1.00	1.00	CHN
KDT84350N	3/8_ DRIVE 6 POINT 5/8_ UNIVERSAL IMPACT SOCKET	8.90	13.69	19.97			1	99575001567	1.00	1.00	1.00	1.00	CHN
KDT84351N	3/8_ DRIVE 6 POINT 11/16_ UNIVERSAL IMPACT SOCKET	8.90	13.69	20.05			1	99575001574	1.00	1.00	1.00	1.00	CHN
KDT84362N	3/8_ DRIVE 6 POINT 16MM UNIVERSAL IMPACT SOCKET	8.90	13.69	19.97			1	99575001673	0.25	2.25	1.00	1.00	CHN
KDT84354N	3/8_ DRIVE 6 POINT 8MM UNIVERSAL IMPACT SOCKET	8.03	12.35	18.00			1	99575001598	0.20	2.00	1.00	1.00	CHN
KDT84355N	3/8_ DRIVE 6 POINT  9MM UNIVERSAL IMPACT SOCKET	8.03	12.35	18.00			1	99575001604	0.25	3.00	1.00	2.00	CHN
KDT84360N	3/8_ DRIVE 6 POINT 14MM UNIVERSAL IMPACT SOCKET	8.03	12.35	18.80			1	99575001659	0.25	2.00	1.00	1.00	CHN
KDT84361N	3/8_ DRIVE 6 POINT 15MM UNIVERSAL IMPACT SOCKET	8.03	12.35	18.80			1	99575001666	0.75	2.00	1.00	0.50	CHN
KDT84363N	3/8_ DRIVE 6 POINT 17MM UNIVERSAL IMPACT SOCKET	10.46	16.09	20.59			1	99575001680	0.25	2.00	1.00	1.00	CHN
KDT84367N	3/8_ DRIVE 6 POINT 21MM UNIVERSAL IMPACT SOCKET	10.46	16.09	20.59			1	99575001727	0.12	2.00	1.00	1.00	CHN
KDT84364N	3/8_ DRIVE 6 POINT 18MM UNIVERSAL IMPACT SOCKET	9.29	14.29	20.85			1	99575001697	1.00	1.00	1.00	1.00	CHN
KDT84365N	3/8_ DRIVE 6 POINT 19MM UNIVERSAL IMPACT SOCKET	9.29	14.29	20.85			1	99575001703	0.20	2.00	1.00	1.00	CHN
KDT84366N	3/8_ DRIVE 6 POINT 20MM UNIVERSAL IMPACT SOCKET	9.29	14.29	20.91			1	99575001710	0.25	3.00	2.00	1.00	CHN
KDT84369N	3/8_ DRIVE 3/8_ DEEP UNIVERSAL SOCKET	9.29	14.29	20.72			1	99575001741	3.54	1.30	1.30	0.25	0
KDT84370N	3/8_ DRIVE 7/16_ DEEP UNIVERSAL SOCKET	9.29	14.29	20.72			1	99575001758	3.54	1.30	1.30	0.25	0
KDT84371N	3/8_ DRIVE 1/2_ DEEP UNIVERSAL SOCKET	9.29	14.29	20.72			1	99575001765	3.54	1.30	1.30	0.26	0
KDT84372N	3/8_ DRIVE 9/16_ DEEP UNIVERSAL SOCKET	9.29	14.29	20.72			1	99575001772	3.54	1.30	1.30	0.26	0
KDT84596N	1/2_ DRIVE 6 POINT 1/2_ UNIVERSAL IMPACT SOCKET	9.29	14.29	20.89			1	99575001918	0.35	2.50	1.00	1.00	CHN
KDT84597N	1/2_ DRIVE 6 POINT 9/16_ UNIVERSAL IMPACT SOCKET	9.29	14.29	20.89			1	99575001925	5.00	5.00	3.50	2.00	CHN
KDT84616N	1/2_ DRIVE 6 POINT 16MM UNIVERSAL IMPACT SOCKET	9.29	14.29	20.89			1	99575866166	0.36	3.00	1.00	1.00	CHN
KDT84382N	3/8_ DRIVE 16MM DEEP UNIVERSAL SOCKET	9.29	14.29	20.78			1	99575001871	3.54	1.30	1.30	0.28	0
KDT84389	3/8_ DRIVE IMPACT HEX SOCKET 4MM	4.11	6.32	9.20			1	99575843891	0.50	3.00	1.00	4.00	0
KDT84390	3/8_ DRIVE IMPACT HEX SOCKET 5MM	4.11	6.32	9.20			1	99575843907	0.15	4.80	1.78	0.80	0
KDT84391	3/8_ DRIVE IMPACT HEX SOCKET 6MM	4.11	6.32	9.20			1	99575843914	0.50	1.00	0.50	0.50	0
KDT84392	3/8_ DRIVE IMPACT HEX SOCKET 7MM	4.11	6.32	9.20			1	99575843921	0.15	4.10	1.75	0.75	0
KDT84393	3/8_ DRIVE IMPACT HEX SOCKET 8MM	4.11	6.32	9.20			1	99575843938	1.00	1.00	2.00	1.00	0
KDT84394	3/8_ DRIVE IMPACT HEX SOCKET 10MM	4.11	6.32	9.20			1	99575843945	0.20	4.50	2.00	1.00	0
KDT84395	3/8_ DRIVE IMPACT HEX SOCKET 12MM	4.11	6.32	9.20			1	99575843952	0.20	5.00	2.00	0.10	0
KDT84397	3/8_ DRIVE IMPACT HEX SOCKET 3/16_	4.11	6.32	9.20			1	99575843976	0.20	1.00	1.00	1.00	0
KDT84398	3/8_ DRIVE IMPACT HEX SOCKET 7/32_	4.11	6.32	9.20			1	99575843983	1.00	3.00	1.00	2.00	0
KDT84399	3/8_ DRIVE IMPACT HEX SOCKET 1/4_	4.11	6.32	9.20			1	99575843990	0.10	2.00	1.75	1.75	0
KDT84400	3/8_ DRIVE IMPACT HEX SOCKET 5/16_	4.11	6.32	9.20			1	99575844003	0.15	5.00	1.75	1.00	0
KDT84401	3/8_ DRIVE IMPACT HEX SOCKET 3/8_	4.11	6.32	9.20			1	99575844010	0.20	5.00	1.75	1.00	0
KDT84402	3/8_ DRIVE IMPACT HEX SOCKET 7/16_	4.11	6.32	9.20			1	99575844027	0.20	5.00	1.75	1.00	0
KDT84403	3/8_ DRIVE IMPACT HEX SOCKET 1/2_	4.11	6.32	9.20			1	99575844034	0.25	0.10	0.10	5.00	0
KDT84406	3/8_ DRIVE IMPACT EXTENSION BAR 3_ 	4.11	6.32	9.20			1	99575844065	0.20	5.50	1.80	0.70	0
KDT84405	3/8_ DRIVE IMPACT EXTENSION BAR 10_ 	5.80	8.92	12.88			1	99575844058	0.60	1.20	2.00	0.50	0
KDT84646	1/2_ DRIVE IMPACT EXTENSION BAR 5_	5.80	8.92	12.88			1	99575846465	0.52	7.50	1.75	1.00	TWN
KDT84433N	"3/8_ DRIVE, 6_ IMPACT LOCKING COLLAR EXTENSION"	17.29	26.60	27.95			1	99575863349	0.35	1.38	1.38	0.46	0
KDT84648N	"1/2_ DRIVE, 3_ IMPACT LOCKING COLLAR EXTENSION"	17.29	26.60	27.95			1	99575836480	3.15	1.77	1.77	0.39	0
KDT84458	3/8_ DRIVE 6 POINT PINLESS UNIVERSAL IMPACT SOCKET	11.72	18.03	26.19			1	99575844584	0.35	2.00	0.50	0.50	CHN
KDT84603N	1/2_ DRIVE 6 POINT 15/16_ UNIVERSAL IMPACT SOCKET	11.72	18.03	26.18			1	99575001987	1.50	1.50	1.50	1.50	CHN
KDT84604N	1/2_ DRIVE 6 POINT 1_ UNIVERSAL IMPACT SOCKET	11.72	18.03	26.18			1	99575001994	1.00	3.00	3.00	2.00	CHN
KDT84460	3/8_ DRIVE 6 POINT PINLESS UNIVERSAL IMPACT SOCKET	15.52	23.88	29.50			1	99575844607	0.20	2.00	1.00	1.00	CHN
KDT84461	3/8_ DRIVE 6 POINT PINLESS UNIVERSAL IMPACT SOCKET	15.52	23.88	29.67			1	99575844614	0.30	4.75	2.00	1.00	CHN
KDT84462	3/8_ DRIVE 6 POINT PINLESS UNIVERSAL IMPACT SOCKET	15.52	23.88	29.63			1	99575844621	1.00	1.00	1.00	1.00	CHN
KDT84463	3/8_ DRIVE 6 POINT PINLESS UNIVERSAL IMPACT SOCKET	15.52	23.88	29.53			1	99575844638	0.35	2.00	0.50	0.50	CHN
KDT84466	3/8_ DRIVE 6 PT PINLESS IMPACT SOCKET 16MM	15.52	23.88	29.60			1	99575844669	0.10	2.00	1.00	0.10	CHN
KDT84468	3/8_ DRIVE 6 POINT PINLESS IMPACT SOCKET 18MM	15.52	23.88	29.63			1	99575844683	0.10	2.00	1.00	0.01	CHN
KDT84464	3/8_ DRIVE 6 POINT PINLESS UNIVERSAL IMPACT SOCKET	15.61	24.02	29.39			1	99575844645	0.25	1.00	1.00	1.00	CHN
KDT84465	3/8_ DRIVE 6 PT PINLESS UNIVERSAL SOCKET 15MM	15.61	24.02	29.36			1	99575844652	0.26	4.75	1.80	0.80	CHN
MLW48-22-8552	52_ MOBILE WORK BENCH	669.99	957.13	1090.00			1	873388009176	160.00	52.00	42.00	36.00	CHN
KDT84480	3/8_ DRIVE 6 POINT PINLESS UNIVERSAL IMPACT SOCKET	16.22	24.95	27.50			1	99575844805	0.35	2.00	0.50	0.50	CHN
KDT84481	3/8_ DRIVE 6 POINT PINLESS UNIVERSAL SOCKET 7/16	16.22	24.95	27.03			1	99575844812	0.35	2.00	0.50	0.50	CHN
KDT84482	3/8_ DRIVE 6 POINT PINLESS UNIVERSAL SOCKET 1/2	16.22	24.95	27.00			1	99575844829	0.00	0	0	0	CHN
KDT84484	3/8_ DRIVE 6 POINT PINLESS UNIVERSAL SOCKET 5/8	16.22	24.95	27.03			1	99575844843	0.35	2.00	0.50	0.50	CHN
KDT84485	3/8_ DRIVE 6 POINT PINLESS UNIVERSAL SOCKET 11/16	16.22	24.95	26.93			1	99575844850	0.01	2.00	1.00	0.10	CHN
KDT84486	3/8_ DRIVE 6 POINT PINLESS UNIVERSAL  SOCKET 3/4	16.22	24.95	27.06			1	99575844867	0.35	1.00	0.50	0.50	CHN
KDT84986	3/4_ DRIVE DEEP 6 PT IMPACT SOCKET 24MM	16.22	24.95	27.52			1	99575849862	0.00	0	0	0	CHN
KDT84987	3/4_ DRIVE DEEP 6 PT IMPACT SOCKET 26MM	16.22	24.95	27.64			1	99575849879	0.00	0	0	0	CHN
KDT84508N	1/2_ DRIVE 6 POINT 7/8_ STANDARD IMPACT SOCKET	2.95	4.54	6.55			1		0.25	3.00	3.00	2.00	CHN
KDT84534N	1/2_ DRIVE 6 POINT 22MM STANDARD IMPACT SOCKET	2.95	4.54	6.55			1	99575000904	0.35	1.50	1.00	1.00	CHN
KDT84510N	1/2_ DRIVE 6 POINT 1_ STANDARD IMPACT SOCKET	3.57	5.49	7.97			1		0.00	0	0	0	CHN
KDT84546N	1/2_ DRIVE 6 POINT 3/8_ DEEP IMPACT SOCKET	3.57	5.49	7.97			1	99575001024	0.30	5.50	1.70	1.70	CHN
KDT84547N	1/2_ DRIVE 6 POINT 7/16_ DEEP IMPACT SOCKET	3.57	5.49	7.97			1	99575001031	0.35	5.75	1.75	1.00	CHN
KDT84511N	1/2_ DRIVE 6 POINT 1-1/16_ STANDARD IMPACT SOCKET	3.86	5.94	8.69			1	99575000683	0.60	2.00	2.00	2.00	CHN
KDT84539N	1/2_ DRIVE 6 POINT 28MM STANDARD IMPACT SOCKET	3.86	5.94	8.68			1	99575000966	0.60	1.50	1.50	1.50	CHN
KDT84515N	1/2_ DRIVE 6 POINT 1-5/16_ STANDARD IMPACT SOCKET	6.21	9.55	11.70			1	99575000720	3.00	1.30	1.50	1.20	CHN
KDT84582N	1/2_DRIVE 24MM DEEP IMPACT SOCKET SET	6.21	9.55	11.70			1	99575001376	1.00	1.00	1.00	1.00	0
KDT84516N	1/2_ DRIVE 6 POINT 1-3/8_ STANDARD IMPACT SOCKET	5.90	9.08	13.30			1	99575000737	0.00	0	0	0	CHN
KDT84584N	1/2_ DRIVE 6 POINT 26MM DEEP IMPACT SOCKET	5.90	9.08	13.30			1		1.00	1.00	1.00	1.00	CHN
KDT84527N	1/2_ DRIVE 6 POINT 15MM STANDARD IMPACT SOCKET	2.76	4.25	5.35			1	99575000836	0.20	1.50	1.00	1.00	CHN
KDT84528N	1/2_ DRIVE 6 POINT 16MM STANDARD IMPACT SOCKET	2.76	4.25	5.35			1	99575000843	0.15	1.50	1.00	1.00	CHN
KDT84529N	1/2_ DRIVE 6 POINT 17MM STANDARD IMPACT SOCKET	2.76	4.25	5.35			1	99575000850	0.60	2.00	2.00	2.00	CHN
KDT84541N	1/2_ DRIVE 6 POINT 30MM STANDARD IMPACT SOCKET	4.89	7.52	9.57			1	99575000980	0.60	1.70	1.50	1.50	CHN
KDT84577N	1/2_ DRIVE 6 POINT 19MM DEEP IMPACT SOCKET	4.89	7.52	9.57			1	99575001321	1.00	1.00	1.00	1.00	CHN
KDT84542N	1/2_ DRIVE 6 POINT 31MM STANDARD IMPACT SOCKET	4.51	6.94	9.63			1		0.70	1.50	1.50	1.50	CHN
KDT84574N	1/2_ DRIVE 6 POINT 16MM DEEP IMPACT SOCKET	4.51	6.94	9.63			1	99575001291	1.00	1.00	1.00	1.00	CHN
KDT84544N	1/2_ DRIVE 6 POINT 36MM STANDARD IMPACT SOCKET	6.29	9.68	14.16			1	99575001017	0.95	2.00	2.00	2.00	CHN
KDT84585N	1/2_ DRIVE 6 POINT 27MM DEEP IMPACT SOCKET	6.29	9.68	14.16			1	99575001406	1.00	6.00	2.00	2.00	CHN
KDT84552N	1/2_ DRIVE 6 POINT 3/4_ DEEP IMPACT SOCKET	4.21	6.48	9.36			1	99575001086	1.00	1.00	1.00	1.00	CHN
KDT84571N	1/2_ DRIVE 6 POINT 13MM DEEP IMPACT SOCKET	4.21	6.48	9.38			1	99575001260	0.40	3.25	1.00	1.00	CHN
KDT84572N	1/2_ DRIVE 6 POINT 14MM DEEP IMPACT SOCKET	4.21	6.48	9.38			1	99575001277	0.40	6.00	2.00	1.00	CHN
KDT84573N	1/2_ DRIVE 6 POINT 15MM DEEP IMPACT SOCKET	4.21	6.48	9.38			1	99575001284	0.40	5.50	1.80	1.00	CHN
KDT84555N	1/2_ DRIVE 6 POINT 15/16_ DEEP IMPACT SOCKET	6.47	9.95	12.67			1	99575001116	0.80	3.20	1.50	1.50	CHN
KDT84583N	1/2_ DRIVE 6 POINT 25MM DEEP IMPACT SOCKET	6.47	9.95	12.67			1	99575001383	1.00	3.00	2.00	3.00	CHN
KDT84558N	1/2_ DRIVE 6 POINT 1-1/8_ DEEP IMPACT SOCKET	6.67	10.26	14.90			1	99575001147	0.15	1.00	1.00	1.00	CHN
KDT84587N	1/2_ DRIVE 6 POINT 29MM DEEP IMPACT SOCKET	6.67	10.26	14.90			1	99575001420	1.00	4.00	2.00	1.00	CHN
KDT84560N	1/2_ DRIVE 6 POINT 1-1/4_ DEEP IMPACT SOCKET	8.13	12.51	17.03			1	99575001161	1.35	5.50	1.70	1.70	CHN
KDT84588N	1/2_ DRIVE 6 POINT 30MM DEEP IMPACT SOCKET	8.13	12.51	17.03			1	99575001437	1.00	6.00	1.75	1.75	CHN
KDT84567N	1/2_ DRIVE 6 POINT 9MM DEEP IMPACT SOCKET	3.82	5.88	8.59			1	99575001222	1.50	1.50	1.50	1.50	CHN
KDT84568N	1/2_ DRIVE 6 POINT 10MM DEEP IMPACT SOCKET	3.82	5.88	8.59			1	99575001239	0.35	1.50	1.00	1.50	CHN
KDT84569N	1/2_ DRIVE 6 POINT 11MM DEEP IMPACT SOCKET	3.82	5.88	8.59			1	99575001246	0.35	5.00	1.00	1.00	CHN
KDT84570N	1/2_ DRIVE 6 POINT 12MM DEEP IMPACT SOCKET	3.82	5.88	8.59			1	99575001253	0.35	4.00	2.00	1.00	CHN
KDT84575N	1/2_ DRIVE 6 POINT 17MM DEEP IMPACT SOCKET	5.06	7.78	9.95			1	99575001307	0.03	4.00	1.00	1.00	CHN
KDT84576N	1/2_ DRIVE 6 POINT 18MM DEEP IMPACT SOCKET	5.06	7.78	9.95			1	99575001314	0.70	6.00	1.50	1.20	CHN
KDT84580N	1/2_DRIVE 22MM DEEP IMPACT SOCKET	5.46	8.40	10.75			1	99575001352	0.70	2.50	2.50	1.50	0
KDT84581N	1/2_ DRIVE 6 POINT 23MM DEEP IMPACT SOCKET	5.46	8.40	10.77			1	99575001369	0.70	3.25	1.25	1.25	CHN
KDT2517	TUBING BENDER 3/16 1/4 5/16 & 3/8IN.	9.49	14.60	21.10			1	82171025174	0.60	10.00	3.80	2.00	CHN
KDT84563N	1/2_ DRIVE 6 POINT 1-7/16_ DEEP IMPACT SOCKET	9.49	14.60	21.10			1	99575001192	1.00	1.00	1.00	1.00	CHN
KDT84591N	1/2_ DRIVE 6 POINT 33MM DEEP IMPACT SOCKET	9.49	14.60	20.99			1	99575001468	0.75	3.25	1.75	1.75	CHN
KDT84598N	1/2_ DRIVE 6 POINT 5/8_ UNIVERSAL IMPACT SOCKET	10.17	15.65	22.73			1	99575001932	0.00	0	0	0	CHN
KDT84599N	1/2_ DRIVE 6 POINT 11/16_ UNIVERSAL IMPACT SOCKET	10.17	15.65	22.73			1	99575001949	1.00	1.00	1.00	1.00	CHN
KDT84600N	1/2_ DRIVE 6 POINT 3/4_ UNIVERSAL IMPACT SOCKET	10.17	15.65	22.73			1	99575001956	1.00	1.00	1.00	1.00	CHN
KDT84601N	1/2_ DRIVE 6 POINT 13/16_ UNIVERSAL IMPACT SOCKET	10.17	15.65	22.74			1	99575001963	1.00	1.00	1.00	1.00	CHN
KDT84613N	1/2_ DRIVE 6 POINT 13MM UNIVERSAL IMPACT SOCKET	10.17	15.65	22.73			1	99575866135	0.50	2.00	1.00	1.00	CHN
KDT84614N	1/2_ DRIVE 6 POINT 14MM UNIVERSAL IMPACT SOCKET	10.17	15.65	22.73			1	99575866142	0.35	3.00	1.25	1.00	CHN
KDT84615N	1/2_ DRIVE 6 POINT 15MM UNIVERSAL IMPACT SOCKET	10.17	15.65	22.73			1	99575866159	0.35	2.80	1.40	1.40	CHN
KDT84617N	1/2_ DRIVE 6 POINT 17MM UNIVERSAL IMPACT SOCKET	10.17	15.65	22.73			1	99575866173	0.50	2.70	1.50	1.50	CHN
KDT84602N	1/2_ DRIVE 6 POINT 7/8_ UNIVERSAL IMPACT SOCKET	10.75	16.54	24.04			1	99575001970	1.00	3.00	2.00	2.00	CHN
KDT84620N	1/2_ DRIVE 6 POINT 20MM UNIVERSAL IMPACT SOCKET	10.75	16.54	24.07			1	99575866203	0.55	2.80	1.30	1.30	CHN
KDT84621N	1/2_ DRIVE 6 POINT 21MM UNIVERSAL IMPACT SOCKET	10.75	16.54	24.07			1	99575866210	1.50	1.50	1.50	1.50	CHN
KDT84622N	1/2_ DRIVE 6 POINT 22MM UNIVERSAL IMPACT SOCKET	10.75	16.54	24.04			1	99575866227	0.55	2.70	1.50	1.50	CHN
KDT84692N	1/2_ DRIVE 3/8_ DEEP UNIVERSAL SOCKET	10.75	16.54	24.04			1	99575866920	4.33	1.38	1.38	0.49	0
KDT84693N	1/2_ DRIVE 7/16_ DEEP UNIVERSAL SOCKET	10.75	16.54	24.04			1	99575866937	4.33	1.38	1.38	0.49	0
KDT84703N	1/2_ DRIVE 11MM DEEP UNIVERSAL SOCKET	10.75	16.54	24.04			1	99575867033	4.33	1.38	1.38	0.49	0
KDT84605N	1/2_ DRIVE 6 POINT 1-1/16_ UNIVERSAL IMPACT SOCKET	11.62	17.88	25.99			1	99575002014	0.60	3.50	2.00	2.00	CHN
KDT84695N	1/2_ DRIVE 9/16_ DEEP UNIVERSAL SOCKET	11.62	17.88	26.08			1	99575866951	4.33	1.38	1.38	0.53	0
KDT84696N	1/2_ DRIVE 5/8_ DEEP UNIVERSAL SOCKET	11.62	17.88	26.08			1	99575866968	4.33	1.57	1.57	0.64	0
KDT84697N	1/2_ DRIVE 11/16_ DEEP UNIVERSAL SOCKET	11.62	17.88	26.08			1	99575866975	4.33	1.57	1.57	0.68	0
KDT84698N	1/2_ DRIVE 3/4_ DEEP UNIVERSAL SOCKET	11.62	17.88	26.01			1	99575866982	4.33	1.57	1.57	0.75	0
KDT84699N	1/2_ DRIVE 13/16_ DEEP UNIVERSAL SOCKET	11.62	17.88	26.01			1	99575866999	4.33	1.57	1.57	0.75	0
KDT84710N	1/2_ DRIVE 18MM DEEP UNIVERSAL SOCKET	11.62	17.88	26.01			1	99575867101	4.33	1.57	1.57	0.75	0
KDT84812	3/4_DR. IMPACT SOCKET 1-1/2_	11.62	17.88	25.99			1	99575848124	1.19	5.25	2.40	2.10	TWN
KDT84848	3/4_ DRIVE IMPACT SOCKET 37MM	11.62	17.88	25.99			1	99575848483	1.25	5.25	2.50	2.25	0
KDT84849	3/4_ DRIVE IMPACT SOCKET 38MM	11.62	17.88	25.99			1	99575848490	1.20	5.00	3.00	3.00	0
KDT84606N	1/2_ DRIVE 6 POINT 1-1/8_ UNIVERSAL IMPACT SOCKET	11.62	17.88	25.91			1	99575866067	1.00	1.00	1.00	1.00	CHN
KDT84607N	1/2_ DRIVE 6 POINT 1-3/16_ UNIVERSAL IMPACT SOCKET	11.62	17.88	25.91			1	99575866074	0.75	2.00	1.50	1.50	CHN
